img,avg_mu_greenspace,avg_sigma_greenspace,abs_mu_greenspace,image_id_x,n_greenspace,urban_cat,lat,lon,angle,image_id_y,bMean_greenspace,bStd_greenspace,bMean_x,bStd_x,avg_mu_relax,avg_sigma_relax,abs_mu_relax,image_id_x,n_relax,bMean_relax,bStd_relax,bMean_y,bStd_y,avg_mu_safe,avg_sigma_safe,abs_mu_safe,image_id_y,n_safe,bMean_safe,bStd_safe,bMean,bStd,avg_mu_beauty,avg_sigma_beauty,abs_mu_beauty,image_id,n_beauty,bMean_beauty,bStd_beauty
mVmfgHAqAJv9VyqekHt7ZQ_95,19.99291291,2.624774033,5.007087091,mVmfgHAqAJv9VyqekHt7ZQ_95,13,0,47.53650477,-122.0731343,straight,mVmfgHAqAJv9VyqekHt7ZQ_95,-0.721665441,14.20133709,3.00407316,13.24416827,22.48181407,2.35677734,2.518185929,mVmfgHAqAJv9VyqekHt7ZQ_95,15,3.00407316,13.24416827,-1.375675642,24.02671108,22.57481583,2.120658575,2.425184172,mVmfgHAqAJv9VyqekHt7ZQ_95,17,-1.375675642,24.02671108,-0.596731147,11.2953512,19.879521,2.844650125,5.120479003,mVmfgHAqAJv9VyqekHt7ZQ_95,11,-0.596731147,11.2953512
Bu9SOBnrKmN9h1FX_tMlkA_233,29.43022582,2.795806569,4.430225817,Bu9SOBnrKmN9h1FX_tMlkA_233,11,0,47.241272,-122.1830087,side,Bu9SOBnrKmN9h1FX_tMlkA_233,-0.531827225,15.80154473,-1.315665733,21.57567064,24.96398591,1.937762239,0.03601409,Bu9SOBnrKmN9h1FX_tMlkA_233,20,-1.315665733,21.57567064,2.787674066,23.28654608,24.65981425,2.408834998,0.340185749,Bu9SOBnrKmN9h1FX_tMlkA_233,12,2.787674066,23.28654608,1.551598569,14.65090137,21.16368214,2.373115081,3.836317857,Bu9SOBnrKmN9h1FX_tMlkA_233,13,1.551598569,14.65090137
NFjP0KCJC5iFyKNTYVIcMA_284,34.39728153,2.669628928,9.397281528,NFjP0KCJC5iFyKNTYVIcMA_284,15,0,47.2628433,-122.3037119,straight,NFjP0KCJC5iFyKNTYVIcMA_284,-2.388974698,10.84587057,-3.722717376,21.51587928,30.23131569,2.489820791,5.231315689,NFjP0KCJC5iFyKNTYVIcMA_284,12,-3.722717376,21.51587928,4.26518616,18.41072802,24.91788417,2.71034866,0.082115835,NFjP0KCJC5iFyKNTYVIcMA_284,9,4.26518616,18.41072802,-2.015256469,21.20186976,29.00399694,2.439797332,4.003996938,NFjP0KCJC5iFyKNTYVIcMA_284,16,-2.015256469,21.20186976
Nf71JjWsSKI1Q8LxfhWnyw_271,23.00991077,2.288613177,1.990089231,Nf71JjWsSKI1Q8LxfhWnyw_271,12,0,47.66033227,-122.3143133,side,Nf71JjWsSKI1Q8LxfhWnyw_271,4.806564279,19.46912279,-1.766984732,20.41362923,22.30183262,2.503544074,2.698167376,Nf71JjWsSKI1Q8LxfhWnyw_271,11,-1.766984732,20.41362923,-2.745449085,21.4944992,23.80158046,1.918099696,1.198419536,Nf71JjWsSKI1Q8LxfhWnyw_271,21,-2.745449085,21.4944992,2.22125471,19.61077595,21.09469411,2.685251418,3.905305895,Nf71JjWsSKI1Q8LxfhWnyw_271,10,2.22125471,19.61077595
RIXIikQfDPn3DdEJdVenKQ_90,26.69346749,2.309052873,1.693467485,RIXIikQfDPn3DdEJdVenKQ_90,15,0,47.61391068,-122.0625326,side,RIXIikQfDPn3DdEJdVenKQ_90,2.040174864,20.4864895,-1.64282051,19.78770512,26.95943608,2.600620821,1.959436085,RIXIikQfDPn3DdEJdVenKQ_90,12,-1.64282051,19.78770512,2.098695656,16.14629841,28.85152368,2.303686983,3.851523677,RIXIikQfDPn3DdEJdVenKQ_90,14,2.098695656,16.14629841,-0.069996131,23.43358875,25.37672815,2.251322114,0.376728147,RIXIikQfDPn3DdEJdVenKQ_90,14,-0.069996131,23.43358875
_R-rwj1ZUVtshlQfnM5P2g_104,19.19977218,2.384468459,5.800227824,_R-rwj1ZUVtshlQfnM5P2g_104,15,1,48.41866119,-122.3375977,straight,_R-rwj1ZUVtshlQfnM5P2g_104,0.832126852,12.50148417,2.493209491,15.71293105,17.14159143,2.425600027,7.858408566,_R-rwj1ZUVtshlQfnM5P2g_104,15,2.493209491,15.71293105,-2.440058035,20.14202432,25.01190986,2.412239077,0.011909861,_R-rwj1ZUVtshlQfnM5P2g_104,14,-2.440058035,20.14202432,2.763924878,13.72649626,17.00767997,2.705279251,7.992320025,_R-rwj1ZUVtshlQfnM5P2g_104,12,2.763924878,13.72649626
xTj4JG-WmVKF-6RbQh0Zzg_89,16.89672,2.812156561,8.103279995,xTj4JG-WmVKF-6RbQh0Zzg_89,14,1,45.52920751,-122.6930036,straight,xTj4JG-WmVKF-6RbQh0Zzg_89,1.32598444,9.833024069,-0.990818957,14.41338455,19.64149221,2.833019637,5.358507791,xTj4JG-WmVKF-6RbQh0Zzg_89,12,-0.990818957,14.41338455,0.704909615,16.42398293,23.04159388,2.305489447,1.958406122,xTj4JG-WmVKF-6RbQh0Zzg_89,11,0.704909615,16.42398293,-0.868400515,16.29739592,19.89287826,2.555057108,5.107121739,xTj4JG-WmVKF-6RbQh0Zzg_89,15,-0.868400515,16.29739592
VmME7k7oOPv_2uE5nvO8LA_180,21.80215524,2.308958892,3.197844764,VmME7k7oOPv_2uE5nvO8LA_180,17,1,45.51344873,-122.7715121,side,VmME7k7oOPv_2uE5nvO8LA_180,0.481252377,17.89019795,0.49477053,18.94907913,24.19439724,2.184656767,0.805602759,VmME7k7oOPv_2uE5nvO8LA_180,14,0.49477053,18.94907913,1.826247369,22.03007546,28.42305197,2.190286612,3.423051972,VmME7k7oOPv_2uE5nvO8LA_180,15,1.826247369,22.03007546,-1.240940351,22.12759905,27.40018591,2.576302631,2.400185913,VmME7k7oOPv_2uE5nvO8LA_180,12,-1.240940351,22.12759905
I7uSTK0lCQawz5OORF_XsQ_271,20.59631448,3.224795892,4.403685519,I7uSTK0lCQawz5OORF_XsQ_271,9,1,45.55884117,-122.6526761,side,I7uSTK0lCQawz5OORF_XsQ_271,3.049423089,16.07048283,0.087561092,17.83552063,22.05424774,2.184812697,2.945752255,I7uSTK0lCQawz5OORF_XsQ_271,15,0.087561092,17.83552063,3.375179066,14.04068266,22.78135402,2.111663388,2.218645984,I7uSTK0lCQawz5OORF_XsQ_271,17,3.375179066,14.04068266,3.284869456,24.65425409,23.13960084,2.751311733,1.860399157,I7uSTK0lCQawz5OORF_XsQ_271,9,3.284869456,24.65425409
qWEZRIktyP5pDICmQYZtUA_91,16.26988702,3.139454625,8.730112979,qWEZRIktyP5pDICmQYZtUA_91,11,0,47.28885388,-122.2014605,straight,qWEZRIktyP5pDICmQYZtUA_91,1.880373914,8.059711631,2.934183948,18.46385391,18.93322192,2.875319792,6.066778083,qWEZRIktyP5pDICmQYZtUA_91,13,2.934183948,18.46385391,-1.644260119,20.73165704,23.38676046,2.140425898,1.613239541,qWEZRIktyP5pDICmQYZtUA_91,15,-1.644260119,20.73165704,0.490934908,9.522982085,16.51002499,2.455191557,8.489975007,qWEZRIktyP5pDICmQYZtUA_91,18,0.490934908,9.522982085
hlpryoP5xUPFO7g5-GmzHg_42,25.52066394,2.339428248,0.520663935,hlpryoP5xUPFO7g5-GmzHg_42,14,2,46.71826472,-117.1918207,straight,hlpryoP5xUPFO7g5-GmzHg_42,3.060619011,23.06098362,0.974136181,22.20805677,26.19059465,2.338663103,1.19059465,hlpryoP5xUPFO7g5-GmzHg_42,17,0.974136181,22.20805677,-2.600334483,18.43868707,30.34026876,2.912966016,5.340268764,hlpryoP5xUPFO7g5-GmzHg_42,12,-2.600334483,18.43868707,2.742731693,23.03675793,28.50218122,2.122304947,3.502181219,hlpryoP5xUPFO7g5-GmzHg_42,15,2.742731693,23.03675793
iFdVMfR6zIxgynlgMPQIBA_76,27.94329315,2.281698632,2.943293153,iFdVMfR6zIxgynlgMPQIBA_76,16,0,47.38114762,-122.6768943,straight,iFdVMfR6zIxgynlgMPQIBA_76,-1.008607821,15.05413405,2.060278873,18.62424286,27.13427841,2.723003314,2.134278413,iFdVMfR6zIxgynlgMPQIBA_76,11,2.060278873,18.62424286,-0.061316697,23.45928729,23.68440576,2.295946601,1.315594244,iFdVMfR6zIxgynlgMPQIBA_76,14,-0.061316697,23.45928729,-2.398956725,21.67223037,29.01130277,2.64347329,4.01130277,iFdVMfR6zIxgynlgMPQIBA_76,11,-2.398956725,21.67223037
JeUnyksVFpno8J4XbXnMoQ_0,23.65257987,3.549490279,1.347420127,JeUnyksVFpno8J4XbXnMoQ_0,6,2,47.32632909,-119.539485,side,JeUnyksVFpno8J4XbXnMoQ_0,1.299928735,16.00818662,1.368222207,21.40736091,26.87534236,2.492681349,1.875342357,JeUnyksVFpno8J4XbXnMoQ_0,10,1.368222207,21.40736091,-3.373648613,21.38692838,27.25297444,2.132435435,2.252974441,JeUnyksVFpno8J4XbXnMoQ_0,15,-3.373648613,21.38692838,1.431071202,21.49054629,23.58286365,1.948939777,1.41713635,JeUnyksVFpno8J4XbXnMoQ_0,20,1.431071202,21.49054629
AAHGWiSq7LSow8uwMkPh7w_0,30.49552004,2.685066171,5.495520038,AAHGWiSq7LSow8uwMkPh7w_0,14,0,47.64680835,-122.4135845,side,AAHGWiSq7LSow8uwMkPh7w_0,-3.536864851,19.75599463,1.995159893,21.18054399,29.14280464,2.056680539,4.142804636,AAHGWiSq7LSow8uwMkPh7w_0,22,1.995159893,21.18054399,-1.123354472,25.63713551,29.2542483,2.166829385,4.254248305,AAHGWiSq7LSow8uwMkPh7w_0,17,-1.123354472,25.63713551,-0.580173598,22.04437738,31.15671295,2.359060301,6.156712952,AAHGWiSq7LSow8uwMkPh7w_0,15,-0.580173598,22.04437738
VL69oLy8FhaNyjN6UlElMA_3,28.94436631,2.843685798,3.944366311,VL69oLy8FhaNyjN6UlElMA_3,9,0,47.42637056,-122.3145348,straight,VL69oLy8FhaNyjN6UlElMA_3,0.722934286,15.18355904,-3.499162285,14.02718427,28.89886076,2.497090545,3.898860756,VL69oLy8FhaNyjN6UlElMA_3,14,-3.499162285,14.02718427,-2.45285363,20.3714417,24.26110249,2.382438884,0.738897506,VL69oLy8FhaNyjN6UlElMA_3,14,-2.45285363,20.3714417,-1.587042384,17.91746087,26.98515025,2.162481091,1.98515025,VL69oLy8FhaNyjN6UlElMA_3,16,-1.587042384,17.91746087
LRhwfP9qa90-1lG7c3cbYw_208,34.23676708,2.171733084,9.236767078,LRhwfP9qa90-1lG7c3cbYw_208,19,1,47.66485512,-117.4037114,side,LRhwfP9qa90-1lG7c3cbYw_208,-5.164474379,20.16477193,-5.292318841,18.55107046,31.02129816,2.827668667,6.021298159,LRhwfP9qa90-1lG7c3cbYw_208,13,-5.292318841,18.55107046,-0.527713783,26.83058783,25.46120323,2.581056109,0.461203228,LRhwfP9qa90-1lG7c3cbYw_208,10,-0.527713783,26.83058783,-2.371394087,20.48367272,29.93862708,2.488372123,4.93862708,LRhwfP9qa90-1lG7c3cbYw_208,12,-2.371394087,20.48367272
lThLgmUG7NYDa7Z6A3KpQA_90,23.2932027,2.886955912,1.706797304,lThLgmUG7NYDa7Z6A3KpQA_90,8,2,46.73142878,-116.9884628,side,lThLgmUG7NYDa7Z6A3KpQA_90,-7.48504834,22.18232533,0.831555639,18.81994794,25.43749229,2.389973073,0.437492287,lThLgmUG7NYDa7Z6A3KpQA_90,14,0.831555639,18.81994794,-0.202311957,17.44666491,24.83961803,2.037531554,0.160381971,lThLgmUG7NYDa7Z6A3KpQA_90,17,-0.202311957,17.44666491,-2.467131209,20.40605069,24.81999882,2.364607347,0.180001175,lThLgmUG7NYDa7Z6A3KpQA_90,13,-2.467131209,20.40605069
Uip-QIyTZh4Mxs5gCBoq7w_90,24.39251738,2.555498704,0.607482618,Uip-QIyTZh4Mxs5gCBoq7w_90,12,2,46.98787495,-120.5286889,side,Uip-QIyTZh4Mxs5gCBoq7w_90,-5.099779213,18.54327628,-0.441184473,13.14020711,22.65584493,2.155860276,2.344155073,Uip-QIyTZh4Mxs5gCBoq7w_90,18,-0.441184473,13.14020711,2.993375738,23.72261677,24.51559875,2.363206255,0.484401255,Uip-QIyTZh4Mxs5gCBoq7w_90,12,2.993375738,23.72261677,-0.985845308,26.69302134,24.90041273,3.237357937,0.099587269,Uip-QIyTZh4Mxs5gCBoq7w_90,6,-0.985845308,26.69302134
hxMdbrisH_B8E4WwnV0MoA_103,29.92260602,2.747571364,4.922606025,hxMdbrisH_B8E4WwnV0MoA_103,11,0,47.14338976,-122.5217345,side,hxMdbrisH_B8E4WwnV0MoA_103,-5.06385143,24.20922055,-2.703745651,18.85115787,29.78410427,2.616834718,4.784104273,hxMdbrisH_B8E4WwnV0MoA_103,14,-2.703745651,18.85115787,6.153541858,20.91776032,25.06622021,2.49102138,0.066220207,hxMdbrisH_B8E4WwnV0MoA_103,11,6.153541858,20.91776032,-4.086332609,23.36505119,29.02535057,2.619575928,4.025350567,hxMdbrisH_B8E4WwnV0MoA_103,12,-4.086332609,23.36505119
pQtQGT_YjbGnHWSDcltQfg_180,17.14583921,2.242314866,7.854160791,pQtQGT_YjbGnHWSDcltQfg_180,18,0,47.13542584,-122.2945308,straight,pQtQGT_YjbGnHWSDcltQfg_180,2.943100089,16.40662922,-0.368167767,19.92899843,18.63453416,2.335167368,6.365465841,pQtQGT_YjbGnHWSDcltQfg_180,16,-0.368167767,19.92899843,3.381363236,25.02550177,22.45227641,2.706654857,2.547723587,pQtQGT_YjbGnHWSDcltQfg_180,10,3.381363236,25.02550177,-1.014748539,26.39961908,18.53350527,2.620781069,6.466494727,pQtQGT_YjbGnHWSDcltQfg_180,14,-1.014748539,26.39961908
RKoqAukn0StqmTX3gnwt_w_335,30.11392108,2.526202042,5.11392108,RKoqAukn0StqmTX3gnwt_w_335,17,1,45.4050598,-122.6412643,side,RKoqAukn0StqmTX3gnwt_w_335,-0.153627761,20.74634894,2.101780571,14.51819967,33.02068951,3.015903878,8.020689513,RKoqAukn0StqmTX3gnwt_w_335,14,2.101780571,14.51819967,-0.316361255,19.16834483,28.13899018,2.482283008,3.138990181,RKoqAukn0StqmTX3gnwt_w_335,13,-0.316361255,19.16834483,-0.222846171,21.16356105,27.18938723,2.187265584,2.189387227,RKoqAukn0StqmTX3gnwt_w_335,15,-0.222846171,21.16356105
vmnLC9nJV3pSqmcQkMuoSw_181,19.76049489,2.007401593,5.239505113,vmnLC9nJV3pSqmcQkMuoSw_181,20,0,47.68542861,-122.3832694,straight,vmnLC9nJV3pSqmcQkMuoSw_181,-3.353898525,15.5237493,-5.572810978,20.24183126,20.35020586,2.720676455,4.649794139,vmnLC9nJV3pSqmcQkMuoSw_181,11,-5.572810978,20.24183126,1.452291946,16.19258571,24.64678555,2.423110799,0.353214448,vmnLC9nJV3pSqmcQkMuoSw_181,13,1.452291946,16.19258571,-1.839641884,21.49255692,24.71513097,2.376990191,0.284869029,vmnLC9nJV3pSqmcQkMuoSw_181,13,-1.839641884,21.49255692
Nd9L0Lmor1BwtrjtdA99tw_272,28.90702245,2.663288388,3.907022451,Nd9L0Lmor1BwtrjtdA99tw_272,11,0,47.76883078,-122.3558553,side,Nd9L0Lmor1BwtrjtdA99tw_272,-4.084008543,15.06949927,-2.142795239,19.77732826,22.36492423,2.260934243,2.635075766,Nd9L0Lmor1BwtrjtdA99tw_272,15,-2.142795239,19.77732826,-1.91746144,22.35167937,21.61861621,3.560621412,3.381383786,Nd9L0Lmor1BwtrjtdA99tw_272,6,-1.91746144,22.35167937,0.475817057,18.16884663,27.67917881,2.50852161,2.679178815,Nd9L0Lmor1BwtrjtdA99tw_272,13,0.475817057,18.16884663
0chAiqB0mvLMgcEJVa-Xcw_1,24.96683902,2.54547254,0.033160985,0chAiqB0mvLMgcEJVa-Xcw_1,11,0,48.00037491,-122.2062927,side,0chAiqB0mvLMgcEJVa-Xcw_1,0.842353947,24.29829449,-0.614017924,20.32995281,23.77027743,2.472839479,1.22972257,0chAiqB0mvLMgcEJVa-Xcw_1,10,-0.614017924,20.32995281,2.439669766,20.20785125,31.24042794,2.49728105,6.240427935,0chAiqB0mvLMgcEJVa-Xcw_1,12,2.439669766,20.20785125,4.966281909,29.04417619,24.44062127,2.62648325,0.559378725,0chAiqB0mvLMgcEJVa-Xcw_1,12,4.966281909,29.04417619
TmzUcnFCweWRTu_IyECRFw_122,16.92903512,2.846181425,8.070964883,TmzUcnFCweWRTu_IyECRFw_122,14,0,47.68558489,-122.3355135,straight,TmzUcnFCweWRTu_IyECRFw_122,-3.776372554,18.5264225,5.417750743,23.24703085,22.78671075,2.568682582,2.213289247,TmzUcnFCweWRTu_IyECRFw_122,11,5.417750743,23.24703085,4.440260415,17.37993179,22.38096978,2.157894107,2.619030223,TmzUcnFCweWRTu_IyECRFw_122,14,4.440260415,17.37993179,1.393953788,13.86315562,20.00134834,2.236586903,4.998651665,TmzUcnFCweWRTu_IyECRFw_122,18,1.393953788,13.86315562
e6b2VeRMjR6nCFIwqVja5w_261,31.72211715,2.498475895,6.722117146,e6b2VeRMjR6nCFIwqVja5w_261,16,2,47.00031335,-124.1462142,side,e6b2VeRMjR6nCFIwqVja5w_261,-0.721177279,12.77994125,-4.335368979,22.74654461,28.38387027,2.333892274,3.383870269,e6b2VeRMjR6nCFIwqVja5w_261,16,-4.335368979,22.74654461,0.918355597,16.35227338,20.54570124,2.062500608,4.454298762,e6b2VeRMjR6nCFIwqVja5w_261,19,0.918355597,16.35227338,-1.469058992,22.76647054,28.21140415,2.28001484,3.211404148,e6b2VeRMjR6nCFIwqVja5w_261,13,-1.469058992,22.76647054
BlNNHYzUO6GJwa0FjYdYrA_312,27.96873152,2.890358874,2.968731518,BlNNHYzUO6GJwa0FjYdYrA_312,8,1,45.55239712,-122.6884154,straight,BlNNHYzUO6GJwa0FjYdYrA_312,-1.160126676,19.53234949,-3.16203708,14.03934038,25.81192769,2.368644237,0.811927691,BlNNHYzUO6GJwa0FjYdYrA_312,13,-3.16203708,14.03934038,0.179866084,19.90788917,24.82314394,1.982311838,0.176856062,BlNNHYzUO6GJwa0FjYdYrA_312,18,0.179866084,19.90788917,0.398144615,18.94995087,26.51938312,2.252835656,1.519383121,BlNNHYzUO6GJwa0FjYdYrA_312,15,0.398144615,18.94995087
N9dw1MqkTXUgjQlR0fX0rQ_270,27.88316733,2.622357728,2.883167331,N9dw1MqkTXUgjQlR0fX0rQ_270,12,1,47.62366354,-117.3472853,straight,N9dw1MqkTXUgjQlR0fX0rQ_270,-0.30243893,13.26737383,-1.030809405,19.29957329,25.24773828,2.773194718,0.247738283,N9dw1MqkTXUgjQlR0fX0rQ_270,9,-1.030809405,19.29957329,0.749775165,18.13127883,30.19232213,1.992911133,5.192322131,N9dw1MqkTXUgjQlR0fX0rQ_270,20,0.749775165,18.13127883,-1.547396631,31.43781108,23.60579525,2.276026877,1.394204751,N9dw1MqkTXUgjQlR0fX0rQ_270,13,-1.547396631,31.43781108
a6Gx9yVmX6-AZDEH4bCknA_182,25.18424409,2.151021883,0.184244086,a6Gx9yVmX6-AZDEH4bCknA_182,19,2,46.81490554,-119.2069966,straight,a6Gx9yVmX6-AZDEH4bCknA_182,0.550328588,15.01059751,-3.347744418,21.00356674,26.45107995,2.602958764,1.451079948,a6Gx9yVmX6-AZDEH4bCknA_182,10,-3.347744418,21.00356674,1.673292203,23.04995117,23.59318865,2.50687274,1.40681135,a6Gx9yVmX6-AZDEH4bCknA_182,11,1.673292203,23.04995117,1.383325761,24.08446339,23.74055994,2.148921809,1.259440056,a6Gx9yVmX6-AZDEH4bCknA_182,16,1.383325761,24.08446339
SEKmWikFntX3kGle8YzC5Q_348,26.55118354,2.656375565,1.551183542,SEKmWikFntX3kGle8YzC5Q_348,10,1,47.67414376,-117.3376649,side,SEKmWikFntX3kGle8YzC5Q_348,3.078396552,17.96152541,-0.585427333,21.22912686,25.2230453,2.34630709,0.223045301,SEKmWikFntX3kGle8YzC5Q_348,13,-0.585427333,21.22912686,-1.031781995,19.35141794,22.33923126,2.675428866,2.660768745,SEKmWikFntX3kGle8YzC5Q_348,11,-1.031781995,19.35141794,-0.774337011,14.33107548,23.88201135,2.551711403,1.117988652,SEKmWikFntX3kGle8YzC5Q_348,11,-0.774337011,14.33107548
YMfRzY1KPfasoIusc5qcPw_270,24.17088556,2.609318629,0.829114441,YMfRzY1KPfasoIusc5qcPw_270,11,0,47.26547638,-122.5041933,straight,YMfRzY1KPfasoIusc5qcPw_270,0.257252083,18.16142988,7.232039696,23.46143927,21.75855606,2.468699831,3.241443944,YMfRzY1KPfasoIusc5qcPw_270,11,7.232039696,23.46143927,6.143271481,18.49149468,24.86957295,2.857297113,0.13042705,YMfRzY1KPfasoIusc5qcPw_270,10,6.143271481,18.49149468,1.208420274,10.97990528,19.20049926,2.607728634,5.799500739,YMfRzY1KPfasoIusc5qcPw_270,12,1.208420274,10.97990528
ynRCj0r-kITnkbJzNb1pZw_270,20.23681358,2.169410527,4.76318642,ynRCj0r-kITnkbJzNb1pZw_270,16,1,45.51366276,-122.6570054,straight,ynRCj0r-kITnkbJzNb1pZw_270,2.935521836,19.84454951,3.299943754,18.29426119,21.44974662,2.302402836,3.55025338,ynRCj0r-kITnkbJzNb1pZw_270,15,3.299943754,18.29426119,2.957620153,16.69539816,21.01215465,2.764188843,3.98784535,ynRCj0r-kITnkbJzNb1pZw_270,10,2.957620153,16.69539816,0.172083518,19.68740851,21.3836384,2.114526781,3.6163616,ynRCj0r-kITnkbJzNb1pZw_270,16,0.172083518,19.68740851
2cQZo-OZJCy-xx7s7HyU7g_180,15.1165512,3.115164182,9.883448796,2cQZo-OZJCy-xx7s7HyU7g_180,12,0,47.63528358,-122.1371775,side,2cQZo-OZJCy-xx7s7HyU7g_180,3.649977347,8.871048883,-2.232981827,19.1270174,20.89163372,2.513226493,4.108366278,2cQZo-OZJCy-xx7s7HyU7g_180,12,-2.232981827,19.1270174,2.727885652,22.27179678,28.75214235,2.42480949,3.752142348,2cQZo-OZJCy-xx7s7HyU7g_180,11,2.727885652,22.27179678,-3.600246448,17.83408578,21.06372897,2.323078265,3.936271032,2cQZo-OZJCy-xx7s7HyU7g_180,15,-3.600246448,17.83408578
P0Sbm0w5TOR5RwxZ9d54iQ_0,20.09230667,3.511356632,4.907693329,P0Sbm0w5TOR5RwxZ9d54iQ_0,6,1,47.04354016,-122.8749131,side,P0Sbm0w5TOR5RwxZ9d54iQ_0,7.115677688,31.2077299,1.897321072,22.82186376,20.2202113,2.109795811,4.779788695,P0Sbm0w5TOR5RwxZ9d54iQ_0,16,1.897321072,22.82186376,1.691977009,23.22994439,20.74403563,2.307135028,4.255964372,P0Sbm0w5TOR5RwxZ9d54iQ_0,13,1.691977009,23.22994439,-1.146751954,10.3593018,16.30678131,2.888772826,8.693218686,P0Sbm0w5TOR5RwxZ9d54iQ_0,12,-1.146751954,10.3593018
Vt_SIihS6cZBfgLzKr_wBQ_181,22.1837016,2.484056153,2.816298397,Vt_SIihS6cZBfgLzKr_wBQ_181,14,0,47.56789952,-122.3591043,straight,Vt_SIihS6cZBfgLzKr_wBQ_181,0.20652291,14.73467074,1.441849931,12.07546035,20.10725047,2.657350081,4.89274953,Vt_SIihS6cZBfgLzKr_wBQ_181,14,1.441849931,12.07546035,-1.418538205,23.70965434,24.46413264,2.363917121,0.535867361,Vt_SIihS6cZBfgLzKr_wBQ_181,14,-1.418538205,23.70965434,-2.14684038,16.65837863,19.6894037,2.735915095,5.310596299,Vt_SIihS6cZBfgLzKr_wBQ_181,12,-2.14684038,16.65837863
ThUMauTyXtmK_a1Wl18Hmg_181,24.18358769,2.384394199,0.816412306,ThUMauTyXtmK_a1Wl18Hmg_181,13,0,47.60267625,-122.3106188,side,ThUMauTyXtmK_a1Wl18Hmg_181,2.661071877,18.80778245,0.552557933,19.17905575,25.55689993,2.509745256,0.556899933,ThUMauTyXtmK_a1Wl18Hmg_181,11,0.552557933,19.17905575,-0.587365809,22.41064214,25.76941282,1.948230702,0.769412824,ThUMauTyXtmK_a1Wl18Hmg_181,17,-0.587365809,22.41064214,-0.151437094,22.379407,27.49227571,2.189285248,2.492275706,ThUMauTyXtmK_a1Wl18Hmg_181,16,-0.151437094,22.379407
zhINHWUaEj6LgRpt38dIZw_172,18.85906939,2.46454787,6.140930605,zhINHWUaEj6LgRpt38dIZw_172,14,2,46.66156089,-122.9651506,straight,zhINHWUaEj6LgRpt38dIZw_172,-2.428853499,15.68024993,2.835295151,15.33355803,19.03374506,2.44690697,5.966254943,zhINHWUaEj6LgRpt38dIZw_172,14,2.835295151,15.33355803,0.207365123,22.76296033,22.00802036,1.992662896,2.991979638,zhINHWUaEj6LgRpt38dIZw_172,19,0.207365123,22.76296033,0.182227532,17.99604186,19.75900786,2.520456811,5.240992144,zhINHWUaEj6LgRpt38dIZw_172,13,0.182227532,17.99604186
YSwDC7fzDp06xO1sf-FI6A_89,26.03563302,2.251298651,1.035633017,YSwDC7fzDp06xO1sf-FI6A_89,14,0,47.74491982,-122.298071,side,YSwDC7fzDp06xO1sf-FI6A_89,-3.667449042,27.25747756,-2.724726503,21.98659191,28.06900202,2.105061098,3.069002018,YSwDC7fzDp06xO1sf-FI6A_89,16,-2.724726503,21.98659191,3.084760013,21.96509717,22.26634205,2.254926852,2.733657953,YSwDC7fzDp06xO1sf-FI6A_89,15,3.084760013,21.96509717,-1.317853067,20.07912068,25.90197471,2.164126034,0.901974712,YSwDC7fzDp06xO1sf-FI6A_89,15,-1.317853067,20.07912068
umdiG1X7H_haWBQ4oHuhrQ_5,30.29792665,2.442030184,5.297926655,umdiG1X7H_haWBQ4oHuhrQ_5,11,0,47.58091813,-122.187234,straight,umdiG1X7H_haWBQ4oHuhrQ_5,-1.607928227,19.12715505,0.623176978,19.70875472,30.19427225,2.235594161,5.194272254,umdiG1X7H_haWBQ4oHuhrQ_5,16,0.623176978,19.70875472,1.50123945,23.4823798,23.40556502,2.081608245,1.594434979,umdiG1X7H_haWBQ4oHuhrQ_5,17,1.50123945,23.4823798,-0.936506118,24.47485136,29.62641429,2.04481651,4.626414285,umdiG1X7H_haWBQ4oHuhrQ_5,15,-0.936506118,24.47485136
tQWVqYSaw9QGDC7nNB5ktA_270,25.8380875,2.427499865,0.838087497,tQWVqYSaw9QGDC7nNB5ktA_270,12,1,45.50832777,-122.6525022,side,tQWVqYSaw9QGDC7nNB5ktA_270,-2.82378,23.83929565,1.236313632,24.5977853,29.91961611,2.405474863,4.919616112,tQWVqYSaw9QGDC7nNB5ktA_270,14,1.236313632,24.5977853,-2.567919382,21.97385179,29.29799837,2.447584499,4.297998366,tQWVqYSaw9QGDC7nNB5ktA_270,13,-2.567919382,21.97385179,-0.156662394,29.65618247,29.78137409,2.270410618,4.781374089,tQWVqYSaw9QGDC7nNB5ktA_270,14,-0.156662394,29.65618247
2eYDCEUzP6yXUBnb4M05lQ_270,19.53832834,2.850833096,5.461671659,2eYDCEUzP6yXUBnb4M05lQ_270,11,0,47.63492025,-122.1712043,straight,2eYDCEUzP6yXUBnb4M05lQ_270,-3.663425475,14.34054644,-2.060249724,23.68157766,21.32285021,2.763098996,3.677149792,2eYDCEUzP6yXUBnb4M05lQ_270,9,-2.060249724,23.68157766,3.474879602,18.9418824,21.90869821,2.481190101,3.091301794,2eYDCEUzP6yXUBnb4M05lQ_270,12,3.474879602,18.9418824,0.055114049,14.13842156,21.71799464,2.64344339,3.282005358,2eYDCEUzP6yXUBnb4M05lQ_270,10,0.055114049,14.13842156
