img,avg_mu_greenspace,avg_sigma_greenspace,abs_mu_greenspace,image_id_x,n_greenspace,urban_cat,lat,lon,angle,image_id_y,bMean_greenspace,bStd_greenspace,bMean_x,bStd_x,avg_mu_relax,avg_sigma_relax,abs_mu_relax,image_id_x,n_relax,bMean_relax,bStd_relax,bMean_y,bStd_y,avg_mu_safe,avg_sigma_safe,abs_mu_safe,image_id_y,n_safe,bMean_safe,bStd_safe,bMean,bStd,avg_mu_beauty,avg_sigma_beauty,abs_mu_beauty,image_id,n_beauty,bMean_beauty,bStd_beauty
da1CrVowtWWcMuVfZYGzQQ_87,25.17572866,2.336126479,0.175728657,da1CrVowtWWcMuVfZYGzQQ_87,14,0,47.5158398,-122.342741,straight,da1CrVowtWWcMuVfZYGzQQ_87,5.022445076,21.11465624,0.780908025,21.79035927,26.98289943,2.030583161,1.982899434,da1CrVowtWWcMuVfZYGzQQ_87,18,0.780908025,21.79035927,-0.100567935,13.95827949,29.93869702,2.786582714,4.938697025,da1CrVowtWWcMuVfZYGzQQ_87,12,-0.100567935,13.95827949,2.373862924,17.00758507,28.55961106,2.597794338,3.559611059,da1CrVowtWWcMuVfZYGzQQ_87,14,2.373862924,17.00758507
1n4PqlVzD96A7ivQqPtO3A_91,25.05501258,2.145262039,0.055012581,1n4PqlVzD96A7ivQqPtO3A_91,17,0,47.13782787,-122.1426271,straight,1n4PqlVzD96A7ivQqPtO3A_91,-0.174658842,16.97722632,1.813277,15.0845929,23.89526963,2.153172442,1.104730367,1n4PqlVzD96A7ivQqPtO3A_91,17,1.813277,15.0845929,1.389946221,23.76376707,21.86983101,2.44107017,3.130168988,1n4PqlVzD96A7ivQqPtO3A_91,13,1.389946221,23.76376707,0.369666917,14.0845925,20.14219834,2.287348783,4.857801655,1n4PqlVzD96A7ivQqPtO3A_91,16,0.369666917,14.0845925
IOBvXmG6DkEVCKbUgiMcwQ_97,23.6317619,2.383689982,1.368238095,IOBvXmG6DkEVCKbUgiMcwQ_97,16,2,45.91341206,-122.7547877,straight,IOBvXmG6DkEVCKbUgiMcwQ_97,0.523410298,18.09770485,5.529116322,20.02990098,26.21739499,2.331553286,1.21739499,IOBvXmG6DkEVCKbUgiMcwQ_97,14,5.529116322,20.02990098,1.60337263,25.47336184,25.56918085,2.748008916,0.569180847,IOBvXmG6DkEVCKbUgiMcwQ_97,9,1.60337263,25.47336184,-0.883469991,25.68073513,25.04430994,2.104686921,0.04430994,IOBvXmG6DkEVCKbUgiMcwQ_97,15,-0.883469991,25.68073513
oMzgR9kzN-6VKn6Z4nG1OQ_90,20.65393894,2.084658796,4.346061058,oMzgR9kzN-6VKn6Z4nG1OQ_90,19,0,47.81394898,-122.2481991,side,oMzgR9kzN-6VKn6Z4nG1OQ_90,2.049894794,20.81223197,-2.091294822,22.23487043,24.05074713,2.351204387,0.949252867,oMzgR9kzN-6VKn6Z4nG1OQ_90,12,-2.091294822,22.23487043,0.459469492,16.4855,29.87884176,2.29259387,4.878841757,oMzgR9kzN-6VKn6Z4nG1OQ_90,16,0.459469492,16.4855,-0.965503555,24.24270917,26.96042257,2.247854117,1.96042257,oMzgR9kzN-6VKn6Z4nG1OQ_90,14,-0.965503555,24.24270917
yxtTHicKRtNSn_W5CzPUlw_154,19.93064853,2.761959235,5.069351474,yxtTHicKRtNSn_W5CzPUlw_154,11,0,47.08828198,-122.2955735,side,yxtTHicKRtNSn_W5CzPUlw_154,-1.658285619,14.56037228,1.450059457,17.83306211,20.68292205,1.943725665,4.317077949,yxtTHicKRtNSn_W5CzPUlw_154,22,1.450059457,17.83306211,-3.439600138,18.63093583,23.00875735,2.762032535,1.991242645,yxtTHicKRtNSn_W5CzPUlw_154,11,-3.439600138,18.63093583,1.793233197,21.22318083,22.59429933,1.817185676,2.405700668,yxtTHicKRtNSn_W5CzPUlw_154,21,1.793233197,21.22318083
Oh6ux0PeXyVSvJunLUHkQA_319,32.31307481,2.452248429,7.313074811,Oh6ux0PeXyVSvJunLUHkQA_319,16,0,47.73297139,-122.1101648,side,Oh6ux0PeXyVSvJunLUHkQA_319,0.717282159,15.54283431,-3.842829857,15.78955771,30.14228472,3.088378113,5.142284721,Oh6ux0PeXyVSvJunLUHkQA_319,9,-3.842829857,15.78955771,3.223881267,21.1394725,25.47051654,2.055832866,0.470516539,Oh6ux0PeXyVSvJunLUHkQA_319,18,3.223881267,21.1394725,-1.763262593,21.72808867,26.32924888,2.681110784,1.329248877,Oh6ux0PeXyVSvJunLUHkQA_319,12,-1.763262593,21.72808867
sak-Dj2MeC0TkPqMRgRPXQ_171,23.37233384,2.348842839,1.627666155,sak-Dj2MeC0TkPqMRgRPXQ_171,14,0,47.48738246,-122.2555936,side,sak-Dj2MeC0TkPqMRgRPXQ_171,-4.641053376,18.53743531,1.193018074,24.07919329,22.59973185,2.563507024,2.400268146,sak-Dj2MeC0TkPqMRgRPXQ_171,11,1.193018074,24.07919329,-1.911551807,19.26915066,22.39974941,1.913502172,2.600250593,sak-Dj2MeC0TkPqMRgRPXQ_171,19,-1.911551807,19.26915066,4.829375971,29.17733175,18.58387371,2.735060945,6.416126287,sak-Dj2MeC0TkPqMRgRPXQ_171,11,4.829375971,29.17733175
h6Air9j1RfKShjpQC-7evA_26,30.69626419,3.081922938,5.696264191,h6Air9j1RfKShjpQC-7evA_26,9,0,47.63690987,-122.3036128,side,h6Air9j1RfKShjpQC-7evA_26,-1.009382374,21.55769468,0.535433231,20.51998337,24.33733825,3.183578,0.662661753,h6Air9j1RfKShjpQC-7evA_26,7,0.535433231,20.51998337,-2.360067776,22.92694181,25.17977299,1.953537829,0.179772993,h6Air9j1RfKShjpQC-7evA_26,18,-2.360067776,22.92694181,-5.268382723,11.36797067,29.15323202,3.221081051,4.15323202,h6Air9j1RfKShjpQC-7evA_26,9,-5.268382723,11.36797067
1pUpUJeryGBSnlDcG2qeag_180,26.40960536,2.756674251,1.409605359,1pUpUJeryGBSnlDcG2qeag_180,9,1,45.52429367,-122.642056,side,1pUpUJeryGBSnlDcG2qeag_180,3.327977399,20.94572021,-1.750996653,26.11642696,26.45794971,2.176980123,1.457949712,1pUpUJeryGBSnlDcG2qeag_180,17,-1.750996653,26.11642696,-5.939979988,11.46127958,20.52400931,2.677033547,4.475990688,1pUpUJeryGBSnlDcG2qeag_180,13,-5.939979988,11.46127958,2.327575334,24.05800688,25.14289002,2.344375491,0.142890016,1pUpUJeryGBSnlDcG2qeag_180,13,2.327575334,24.05800688
_6tGuk0tF9ihqwvUQhMPVA_180,28.62574383,2.140977341,3.625743825,_6tGuk0tF9ihqwvUQhMPVA_180,17,2,47.49377132,-117.5775903,side,_6tGuk0tF9ihqwvUQhMPVA_180,-0.092418659,17.07593209,0.914907786,24.48788458,25.44405027,2.722432833,0.444050273,_6tGuk0tF9ihqwvUQhMPVA_180,9,0.914907786,24.48788458,0.468700726,25.028345,25.38763729,2.418347927,0.387637291,_6tGuk0tF9ihqwvUQhMPVA_180,12,0.468700726,25.028345,2.963520829,18.2674964,24.26002054,2.29707947,0.739979465,_6tGuk0tF9ihqwvUQhMPVA_180,13,2.963520829,18.2674964
mrINpcz7LdDHs1OstVOJsA_90,23.48527448,2.333515549,1.514725519,mrINpcz7LdDHs1OstVOJsA_90,12,0,47.27061954,-122.4921783,straight,mrINpcz7LdDHs1OstVOJsA_90,-0.373357443,18.40240474,1.777617245,21.64028603,24.26041651,2.368628164,0.739583486,mrINpcz7LdDHs1OstVOJsA_90,13,1.777617245,21.64028603,-0.539883786,15.57493368,25.26653577,2.218215683,0.266535769,mrINpcz7LdDHs1OstVOJsA_90,13,-0.539883786,15.57493368,-3.325104075,19.67249619,28.1524037,2.050539341,3.152403697,mrINpcz7LdDHs1OstVOJsA_90,15,-3.325104075,19.67249619
khj-KVA8wxnFNm7oGTqGiA_154,25.58127779,2.607018792,0.581277785,khj-KVA8wxnFNm7oGTqGiA_154,11,0,47.82844307,-122.2061407,side,khj-KVA8wxnFNm7oGTqGiA_154,-3.723444008,24.68842138,-1.340971263,23.65676902,22.69797166,2.11049797,2.302028342,khj-KVA8wxnFNm7oGTqGiA_154,18,-1.340971263,23.65676902,3.10828592,15.37244828,20.6259998,2.881150365,4.374000199,khj-KVA8wxnFNm7oGTqGiA_154,8,3.10828592,15.37244828,0.452094966,16.33191357,25.63859883,2.378279984,0.638598835,khj-KVA8wxnFNm7oGTqGiA_154,13,0.452094966,16.33191357
lxgj5SrS2Q23swzSsMFOxQ_180,24.26905871,2.491124868,0.730941289,lxgj5SrS2Q23swzSsMFOxQ_180,11,0,47.26045696,-122.4704679,straight,lxgj5SrS2Q23swzSsMFOxQ_180,2.725973398,19.36256074,-5.120958483,16.12948099,25.38010739,2.267680642,0.380107385,lxgj5SrS2Q23swzSsMFOxQ_180,13,-5.120958483,16.12948099,0.373893892,15.90397853,31.20194737,2.588513005,6.201947369,lxgj5SrS2Q23swzSsMFOxQ_180,11,0.373893892,15.90397853,-0.498547604,14.26162544,25.19705383,2.634000234,0.19705383,lxgj5SrS2Q23swzSsMFOxQ_180,10,-0.498547604,14.26162544
g-6ZAJE9H99P8ILnrlqNDQ_7,27.82575751,2.378724491,2.825757511,g-6ZAJE9H99P8ILnrlqNDQ_7,13,0,47.54608485,-122.1716225,side,g-6ZAJE9H99P8ILnrlqNDQ_7,-0.675405813,24.80399184,-2.793280725,18.01377977,28.84883558,2.752941322,3.848835582,g-6ZAJE9H99P8ILnrlqNDQ_7,10,-2.793280725,18.01377977,0.230433993,17.22118519,24.74559733,2.002852225,0.254402673,g-6ZAJE9H99P8ILnrlqNDQ_7,15,0.230433993,17.22118519,-0.873475213,17.5238192,28.93168066,2.250088843,3.931680658,g-6ZAJE9H99P8ILnrlqNDQ_7,16,-0.873475213,17.5238192
Fcgji66Lq5WAbfdetGx2VQ_271,26.20236074,2.668648272,1.202360745,Fcgji66Lq5WAbfdetGx2VQ_271,12,1,45.56728104,-122.6875256,side,Fcgji66Lq5WAbfdetGx2VQ_271,5.203207738,28.4780421,-0.887985595,20.1738715,26.39820094,2.297122059,1.39820094,Fcgji66Lq5WAbfdetGx2VQ_271,14,-0.887985595,20.1738715,-1.896707082,17.64550504,27.77291277,1.963278995,2.772912774,Fcgji66Lq5WAbfdetGx2VQ_271,20,-1.896707082,17.64550504,-1.687946706,22.0008789,24.72312662,2.114018636,0.27687338,Fcgji66Lq5WAbfdetGx2VQ_271,17,-1.687946706,22.0008789
P2P4FF2fRRY5O-gEglJkKQ_52,18.0305813,3.12209624,6.969418696,P2P4FF2fRRY5O-gEglJkKQ_52,12,0,47.61443794,-122.3441993,straight,P2P4FF2fRRY5O-gEglJkKQ_52,1.284959404,12.43305697,3.550185851,9.3984556,19.72852133,3.184987464,5.271478668,P2P4FF2fRRY5O-gEglJkKQ_52,11,3.550185851,9.3984556,4.462935672,19.89059901,23.62034415,2.246280184,1.379655854,P2P4FF2fRRY5O-gEglJkKQ_52,14,4.462935672,19.89059901,-0.846440462,20.14098955,20.91229957,2.490195788,4.087700431,P2P4FF2fRRY5O-gEglJkKQ_52,11,-0.846440462,20.14098955
xgL5DOYRhQTaW8OQx3bR8g_180,23.2961189,2.093929216,1.703881105,xgL5DOYRhQTaW8OQx3bR8g_180,18,1,45.53578945,-122.60994,straight,xgL5DOYRhQTaW8OQx3bR8g_180,4.513404097,18.77145436,0.270252499,25.38027622,21.43326471,2.243129662,3.566735291,xgL5DOYRhQTaW8OQx3bR8g_180,16,0.270252499,25.38027622,0.191898832,22.23131898,22.10050072,2.161151812,2.899499284,xgL5DOYRhQTaW8OQx3bR8g_180,15,0.191898832,22.23131898,-0.498082009,24.22691097,22.3920593,2.035053451,2.607940702,xgL5DOYRhQTaW8OQx3bR8g_180,17,-0.498082009,24.22691097
pplC0C0eOiiwkI2C57qjIg_89,19.36524467,2.525953004,5.634755326,pplC0C0eOiiwkI2C57qjIg_89,11,1,48.03099715,-122.1381858,straight,pplC0C0eOiiwkI2C57qjIg_89,0.707605901,23.19381097,-1.62439715,18.74192813,26.20634318,2.4375639,1.206343175,pplC0C0eOiiwkI2C57qjIg_89,13,-1.62439715,18.74192813,0.847608103,19.63302746,27.25894802,2.069925508,2.258948015,pplC0C0eOiiwkI2C57qjIg_89,18,0.847608103,19.63302746,0.712281828,21.13008163,23.52415852,2.453813332,1.47584148,pplC0C0eOiiwkI2C57qjIg_89,12,0.712281828,21.13008163
Ft1HAEaJFF4JKtqFMUsWBw_180,21.2146848,2.966803732,3.7853152,Ft1HAEaJFF4JKtqFMUsWBw_180,8,1,48.07994925,-122.1892819,side,Ft1HAEaJFF4JKtqFMUsWBw_180,-2.52558991,27.69925408,-2.454851166,23.01631682,21.51673076,2.699531775,3.48326924,Ft1HAEaJFF4JKtqFMUsWBw_180,10,-2.454851166,23.01631682,-2.378291052,16.97936768,20.53014414,2.794475602,4.469855858,Ft1HAEaJFF4JKtqFMUsWBw_180,10,-2.378291052,16.97936768,-1.717248088,18.3513172,23.58855965,2.397014534,1.411440345,Ft1HAEaJFF4JKtqFMUsWBw_180,12,-1.717248088,18.3513172
FY8d_riIrenOh2xDAKC9pA_180,18.22572166,3.614827165,6.77427834,FY8d_riIrenOh2xDAKC9pA_180,6,1,45.58282641,-122.6716833,straight,FY8d_riIrenOh2xDAKC9pA_180,1.918290312,9.285950879,0.704813424,22.16336335,19.59389688,2.48586477,5.406103123,FY8d_riIrenOh2xDAKC9pA_180,12,0.704813424,22.16336335,1.45509193,9.821350112,17.76758651,2.950395249,7.232413488,FY8d_riIrenOh2xDAKC9pA_180,14,1.45509193,9.821350112,1.518854177,14.93509807,16.86649927,2.356672467,8.133500732,FY8d_riIrenOh2xDAKC9pA_180,15,1.518854177,14.93509807
NF9B8FP3b-Ya8pCdPdxv5w_176,22.8424786,2.369587012,2.157521405,NF9B8FP3b-Ya8pCdPdxv5w_176,14,1,47.0402302,-122.8877597,straight,NF9B8FP3b-Ya8pCdPdxv5w_176,-2.24088254,18.18056142,-0.031645761,26.42968137,21.91928151,2.527324974,3.080718489,NF9B8FP3b-Ya8pCdPdxv5w_176,12,-0.031645761,26.42968137,1.368923505,14.98352215,24.92396949,2.287877317,0.076030509,NF9B8FP3b-Ya8pCdPdxv5w_176,14,1.368923505,14.98352215,-0.052982564,18.99223026,26.05885181,2.157166459,1.058851805,NF9B8FP3b-Ya8pCdPdxv5w_176,16,-0.052982564,18.99223026
MqvXCK3xlUQiqvGHxh5Umg_93,23.51895361,2.344178353,1.481046387,MqvXCK3xlUQiqvGHxh5Umg_93,12,0,47.64742881,-121.9108418,side,MqvXCK3xlUQiqvGHxh5Umg_93,-0.64378162,20.3235093,-0.566133964,14.95714933,19.72025274,1.998923027,5.279747264,MqvXCK3xlUQiqvGHxh5Umg_93,22,-0.566133964,14.95714933,0.268393633,16.94807339,20.19158249,2.570661096,4.808417507,MqvXCK3xlUQiqvGHxh5Umg_93,11,0.268393633,16.94807339,-0.754217223,22.75786724,24.12888638,2.373664606,0.871113624,MqvXCK3xlUQiqvGHxh5Umg_93,13,-0.754217223,22.75786724
19v5EeL6f8FwyPmevYmMNA_180,28.17938626,2.013038021,3.179386265,19v5EeL6f8FwyPmevYmMNA_180,19,0,47.92930327,-122.2945691,side,19v5EeL6f8FwyPmevYmMNA_180,-1.795272253,24.81807562,3.951423969,19.34984798,26.95919036,2.528650546,1.959190358,19v5EeL6f8FwyPmevYmMNA_180,12,3.951423969,19.34984798,-0.864992574,15.8043864,23.62445743,2.963220574,1.375542573,19v5EeL6f8FwyPmevYmMNA_180,8,-0.864992574,15.8043864,-0.379049512,17.80664299,27.24194565,2.14175453,2.241945648,19v5EeL6f8FwyPmevYmMNA_180,15,-0.379049512,17.80664299
XPGZQiisKS4p1NQNNzcgRA_90,24.40935099,2.312271669,0.590649009,XPGZQiisKS4p1NQNNzcgRA_90,13,0,47.54240414,-122.0554577,side,XPGZQiisKS4p1NQNNzcgRA_90,-0.544245188,20.12134995,-0.244171149,17.50969333,22.19728655,2.430858193,2.80271345,XPGZQiisKS4p1NQNNzcgRA_90,13,-0.244171149,17.50969333,-0.60270584,21.74107261,26.53745289,2.034411144,1.537452888,XPGZQiisKS4p1NQNNzcgRA_90,17,-0.60270584,21.74107261,-2.709473371,17.08574542,26.59182223,2.381875515,1.591822233,XPGZQiisKS4p1NQNNzcgRA_90,11,-2.709473371,17.08574542
mNBESdReX-kuZ32AEloLWw_210,22.77544079,2.452239209,2.22455921,mNBESdReX-kuZ32AEloLWw_210,14,0,47.58107885,-122.1309449,side,mNBESdReX-kuZ32AEloLWw_210,1.084995915,11.53126252,1.278826035,20.46090759,23.36386153,1.921385658,1.636138468,mNBESdReX-kuZ32AEloLWw_210,18,1.278826035,20.46090759,2.077218519,22.417979,22.56009547,2.152816796,2.439904529,mNBESdReX-kuZ32AEloLWw_210,14,2.077218519,22.417979,0.499996484,19.40843006,24.97185767,2.130605357,0.028142327,mNBESdReX-kuZ32AEloLWw_210,17,0.499996484,19.40843006
Rmu_NkkAhv5ZW4NEdsKMzQ_196,30.32762037,2.648942384,5.327620366,Rmu_NkkAhv5ZW4NEdsKMzQ_196,11,0,47.69283596,-122.2721432,side,Rmu_NkkAhv5ZW4NEdsKMzQ_196,1.493812296,23.1720734,-1.892012913,23.69483403,29.46373528,2.393525031,4.46373528,Rmu_NkkAhv5ZW4NEdsKMzQ_196,15,-1.892012913,23.69483403,1.779172816,25.49450487,23.75057643,2.609405718,1.24942357,Rmu_NkkAhv5ZW4NEdsKMzQ_196,11,1.779172816,25.49450487,1.038643075,19.19810397,27.98358054,2.416909963,2.983580544,Rmu_NkkAhv5ZW4NEdsKMzQ_196,11,1.038643075,19.19810397
KJG3SeCr2zb712l5Gu2UuA_318,18.08963525,2.752541966,6.910364747,KJG3SeCr2zb712l5Gu2UuA_318,11,0,47.60995609,-122.3349518,straight,KJG3SeCr2zb712l5Gu2UuA_318,3.611161583,10.89318038,2.377174135,5.962196816,17.59875274,3.490803056,7.401247258,KJG3SeCr2zb712l5Gu2UuA_318,10,2.377174135,5.962196816,-0.133662231,13.4507097,20.10679929,2.413107384,4.893200707,KJG3SeCr2zb712l5Gu2UuA_318,14,-0.133662231,13.4507097,2.925223806,17.16946132,21.74330908,1.923034651,3.25669092,KJG3SeCr2zb712l5Gu2UuA_318,23,2.925223806,17.16946132
9IzduQoquUTsSXotvj-EJw_252,25.48889149,2.326890655,0.488891492,9IzduQoquUTsSXotvj-EJw_252,16,0,47.6544988,-122.3069976,straight,9IzduQoquUTsSXotvj-EJw_252,0.115571571,15.2355279,3.277325442,13.53456695,30.69215732,2.467623816,5.692157323,9IzduQoquUTsSXotvj-EJw_252,14,3.277325442,13.53456695,-0.294592384,21.59299755,27.25453407,2.016664513,2.254534066,9IzduQoquUTsSXotvj-EJw_252,18,-0.294592384,21.59299755,-3.733378073,19.58824141,28.55490941,2.294880653,3.554909411,9IzduQoquUTsSXotvj-EJw_252,13,-3.733378073,19.58824141
6UYQCdEbzGzFjODfr0qMnw_318,19.05301477,2.360063401,5.946985234,6UYQCdEbzGzFjODfr0qMnw_318,18,0,47.6049417,-122.3364104,straight,6UYQCdEbzGzFjODfr0qMnw_318,1.604787147,11.63472559,0.47471648,15.0442802,19.01318279,1.987534006,5.986817211,6UYQCdEbzGzFjODfr0qMnw_318,21,0.47471648,15.0442802,1.640694289,17.69159199,27.11341617,2.848197733,2.113416173,6UYQCdEbzGzFjODfr0qMnw_318,8,1.640694289,17.69159199,-6.868109631,18.20093422,27.64733862,3.221728607,2.647338625,6UYQCdEbzGzFjODfr0qMnw_318,9,-6.868109631,18.20093422
QHv0c0otXNYAm7sPmcJhpg_202,27.03553965,3.018855786,2.035539651,QHv0c0otXNYAm7sPmcJhpg_202,8,1,46.13790942,-122.9457145,straight,QHv0c0otXNYAm7sPmcJhpg_202,-3.892762259,23.01813934,-8.539084557,26.39701492,25.25840427,2.780858372,0.258404274,QHv0c0otXNYAm7sPmcJhpg_202,8,-8.539084557,26.39701492,-5.68915273,25.03791413,26.76164361,2.665421395,1.761643612,QHv0c0otXNYAm7sPmcJhpg_202,11,-5.68915273,25.03791413,2.023533402,17.03422301,32.61169451,3.166929138,7.611694509,QHv0c0otXNYAm7sPmcJhpg_202,8,2.023533402,17.03422301
dtz4IXkaHp7DtkLoiB3zcA_0,20.72264361,2.568480384,4.277356389,dtz4IXkaHp7DtkLoiB3zcA_0,14,1,47.42983865,-120.3229036,side,dtz4IXkaHp7DtkLoiB3zcA_0,2.270635993,19.90060529,3.780559284,16.55820948,19.80466665,2.36961154,5.195333346,dtz4IXkaHp7DtkLoiB3zcA_0,17,3.780559284,16.55820948,1.605255893,16.76784798,23.2656326,1.658554648,1.734367396,dtz4IXkaHp7DtkLoiB3zcA_0,26,1.605255893,16.76784798,-0.604897157,22.60995313,24.99872105,2.174931538,0.001278946,dtz4IXkaHp7DtkLoiB3zcA_0,15,-0.604897157,22.60995313
L9PAXgF7uCwPfUsHwm5ijg_88,27.6403365,2.465032927,2.640336496,L9PAXgF7uCwPfUsHwm5ijg_88,12,1,47.93288178,-122.085087,side,L9PAXgF7uCwPfUsHwm5ijg_88,3.103566925,17.65069554,-0.888353929,20.08360945,30.2795869,2.830136021,5.279586897,L9PAXgF7uCwPfUsHwm5ijg_88,15,-0.888353929,20.08360945,2.983767465,12.84958327,26.50276507,3.092333062,1.502765067,L9PAXgF7uCwPfUsHwm5ijg_88,7,2.983767465,12.84958327,-2.789576998,18.08167044,29.92153957,2.735550067,4.921539566,L9PAXgF7uCwPfUsHwm5ijg_88,12,-2.789576998,18.08167044
02dp3JAISibuDspIzOdFcw_270,18.40861015,2.605819079,6.591389855,02dp3JAISibuDspIzOdFcw_270,13,0,47.52071923,-122.2681923,straight,02dp3JAISibuDspIzOdFcw_270,-2.140993973,18.37585383,1.211536652,17.88261212,19.24039003,2.667805423,5.75960997,02dp3JAISibuDspIzOdFcw_270,14,1.211536652,17.88261212,3.005391821,27.11249292,25.6274502,2.059864182,0.627450204,02dp3JAISibuDspIzOdFcw_270,17,3.005391821,27.11249292,5.281561117,19.663487,20.80643459,2.581512278,4.193565414,02dp3JAISibuDspIzOdFcw_270,13,5.281561117,19.663487
jBoiXw0S1LG6Pwur1Y4EAA_89,19.26200086,2.441755824,5.73799914,jBoiXw0S1LG6Pwur1Y4EAA_89,14,0,47.47542609,-122.2146442,straight,jBoiXw0S1LG6Pwur1Y4EAA_89,0.022611062,16.49895884,0.58590072,21.14266213,23.86424932,2.888972391,1.135750683,jBoiXw0S1LG6Pwur1Y4EAA_89,9,0.58590072,21.14266213,0.702871885,19.49801293,26.80623076,2.509857071,1.80623076,jBoiXw0S1LG6Pwur1Y4EAA_89,11,0.702871885,19.49801293,-0.399085907,21.25060287,23.3095191,2.692758437,1.690480897,jBoiXw0S1LG6Pwur1Y4EAA_89,10,-0.399085907,21.25060287
O_54NxPcHk4NCDx9wzGDvw_256,29.89087506,2.593889411,4.890875059,O_54NxPcHk4NCDx9wzGDvw_256,12,0,47.75583147,-122.147524,straight,O_54NxPcHk4NCDx9wzGDvw_256,-0.608891707,18.76389943,-3.95239741,15.31393218,27.85527275,2.897877071,2.855272748,O_54NxPcHk4NCDx9wzGDvw_256,10,-3.95239741,15.31393218,1.14584838,23.83570416,25.53589527,2.173134004,0.535895272,O_54NxPcHk4NCDx9wzGDvw_256,15,1.14584838,23.83570416,0.514490647,13.42156678,30.9231774,2.158753472,5.923177401,O_54NxPcHk4NCDx9wzGDvw_256,21,0.514490647,13.42156678
q7jN4C3jtSxo0uU-apU3uw_180,21.4946039,2.359944448,3.505396098,q7jN4C3jtSxo0uU-apU3uw_180,16,0,47.21844314,-122.5068121,straight,q7jN4C3jtSxo0uU-apU3uw_180,5.267152211,15.01114218,4.147851768,18.78977946,25.99851009,1.918781251,0.998510086,q7jN4C3jtSxo0uU-apU3uw_180,20,4.147851768,18.78977946,-1.290019929,19.23048155,29.31680347,2.590090503,4.31680347,q7jN4C3jtSxo0uU-apU3uw_180,11,-1.290019929,19.23048155,-0.222364434,21.55892189,27.14139119,1.993002976,2.141391192,q7jN4C3jtSxo0uU-apU3uw_180,17,-0.222364434,21.55892189
XCwQDaKSQeg2mvXzCCJ7Lw_359,18.72951131,2.611174859,6.270488687,XCwQDaKSQeg2mvXzCCJ7Lw_359,13,0,47.96596009,-122.210556,side,XCwQDaKSQeg2mvXzCCJ7Lw_359,0.517942961,13.66645229,0.397790668,12.07060891,18.76819932,2.394161391,6.231800677,XCwQDaKSQeg2mvXzCCJ7Lw_359,19,0.397790668,12.07060891,-1.421801577,20.99481327,20.32236016,2.57251441,4.677639838,XCwQDaKSQeg2mvXzCCJ7Lw_359,14,-1.421801577,20.99481327,2.745025024,16.50161708,19.83251966,2.30848293,5.167480339,XCwQDaKSQeg2mvXzCCJ7Lw_359,17,2.745025024,16.50161708
MvFycPc1ID0RyZ4XmBESpQ_89,20.07049623,2.164391204,4.929503774,MvFycPc1ID0RyZ4XmBESpQ_89,13,1,45.45446148,-122.5668848,straight,MvFycPc1ID0RyZ4XmBESpQ_89,2.089493678,11.50662671,-2.201268072,18.64050125,27.3261426,2.755196908,2.326142598,MvFycPc1ID0RyZ4XmBESpQ_89,10,-2.201268072,18.64050125,-0.020385565,14.37680878,30.30822088,2.344587457,5.308220881,MvFycPc1ID0RyZ4XmBESpQ_89,14,-0.020385565,14.37680878,-2.532059991,21.20334012,26.9725987,2.049614818,1.972598695,MvFycPc1ID0RyZ4XmBESpQ_89,17,-2.532059991,21.20334012
ZPtPDNpKJh_rXLMRgNyS1A_1,21.70881826,2.170664223,3.291181736,ZPtPDNpKJh_rXLMRgNyS1A_1,17,0,47.66090216,-122.3385577,straight,ZPtPDNpKJh_rXLMRgNyS1A_1,1.667635308,16.18179363,2.79884762,21.46704096,23.43747045,2.290244817,1.562529552,ZPtPDNpKJh_rXLMRgNyS1A_1,15,2.79884762,21.46704096,-1.854513965,14.39820771,23.9495829,2.384391186,1.050417101,ZPtPDNpKJh_rXLMRgNyS1A_1,13,-1.854513965,14.39820771,0.394616169,21.73021992,22.33551353,2.383418065,2.664486469,ZPtPDNpKJh_rXLMRgNyS1A_1,13,0.394616169,21.73021992
YYcA8TRWrCItkhub9Tl8yw_83,21.00790605,2.716069211,3.99209395,YYcA8TRWrCItkhub9Tl8yw_83,12,1,48.03190424,-122.1346735,straight,YYcA8TRWrCItkhub9Tl8yw_83,1.602046917,12.75939124,-1.572706257,20.78531027,26.64408373,3.117469342,1.644083733,YYcA8TRWrCItkhub9Tl8yw_83,8,-1.572706257,20.78531027,2.08889824,24.78082615,29.71610294,2.541489265,4.716102935,YYcA8TRWrCItkhub9Tl8yw_83,11,2.08889824,24.78082615,0.615648964,20.49117885,22.93791836,2.329499031,2.06208164,YYcA8TRWrCItkhub9Tl8yw_83,15,0.615648964,20.49117885
SNxOmppY0SIxJ30YVuUg0w_31,20.30334306,2.275889509,4.696656937,SNxOmppY0SIxJ30YVuUg0w_31,14,0,47.61288062,-122.3446912,side,SNxOmppY0SIxJ30YVuUg0w_31,1.741268681,14.78342582,-1.336298457,22.49287434,26.41928399,2.257275124,1.419283991,SNxOmppY0SIxJ30YVuUg0w_31,15,-1.336298457,22.49287434,-3.318630261,23.589661,21.98856385,2.448534089,3.01143615,SNxOmppY0SIxJ30YVuUg0w_31,14,-3.318630261,23.589661,-0.581729879,17.90258122,22.07946847,2.509331803,2.920531527,SNxOmppY0SIxJ30YVuUg0w_31,12,-0.581729879,17.90258122
